OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
110,60110,107 - Mixed Use-Downtown Area SP,26214.92584,711165.4464,39170,39076,Livermore,Alameda,107,,107 - Mixed Use-Downtown Area SP,Mixed Use,0,0,22,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,0.04373959,122.2852089,177.0052407
111,60111,107 - Mixed Use-Neighborhood Low Density,740.1136871,26596.75415,30540,30439,Livermore,Alameda,107,,107 - Mixed Use-Neighborhood Low Density,Mixed Use: Other,0,0,3,0,1,0,0,1,0,1,0,0,,1,1,0,1,1,,6.572198578,740.1136871,26596.75
112,60112,107 - Mixed Use-Neighborhood Medium Density,1250.931633,42601.47922,39226,39132,Livermore,Alameda,107,,107 - Mixed Use-Neighborhood Medium Density,Mixed Use: Other,0,0,4.5,0,1,1,1,1,0,1,0,0,,1,1,0,1,1,,4.546479395,560.1306506,18398.95
113,60113,107 - Neighborhood Commercial,6271.820806,248011.1667,39228,39134,Livermore,Alameda,107,,107 - Neighborhood Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,6.395761768,676.1562096,25882.72
114,60114,107 - Office Commercial,8978.909405,247215.7109,39238,39144,Livermore,Alameda,107,,107 - Office Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,13.28406028,949.6834691,53758.69
115,60115,107 - Open Space,113360.8731,7194758.115,39262,39168,Livermore,Alameda,107,,107 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.054321907,69.83680236,219.8329995
116,60116,107 - Residential Development Area (SVA),10566.43147,553911.1558,39343,39249,Livermore,Alameda,107,,107 - Residential Development Area (SVA),Residential,0,0,3.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,6.524459568,669.9590826,26403.55
117,60117,107 - Resource Management,2610.956311,416421.7847,30541,30440,Livermore,Alameda,107,,107 - Resource Management,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,102.9000639,2610.96,416421.78
118,60118,107 - Rural Residential,11890.13086,675626.1,39358,39264,Livermore,Alameda,107,,107 - Rural Residential,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,9.143117651,1004,37000.89
119,60119,107 - Service Commercial,10217.97792,427309.3761,39366,39272,Livermore,Alameda,107,,107 - Service Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,4.00978338,597.7418354,16227.02
120,60120,107 - Urban High Density Residential UH1,8888.33159,242741.6364,39379,39285,Livermore,Alameda,107,,107 - Urban High Density Residential UH1,Residential,0,0,8,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,7.128935483,762.1666387,28849.77
121,60121,107 - Urban High Density Residential UH2,37248.06473,1359424.084,39394,39300,Livermore,Alameda,107,,107 - Urban High Density Residential UH2,Residential,0,0,14,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.114787856,86.86706163,464.5281267
122,60122,107 - Urban High Density Residential UH3,12254.17743,287999.9881,39444,39350,Livermore,Alameda,107,,107 - Urban High Density Residential UH3,Residential,0,0,18,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.071814259,68.36417081,290.6226792
123,60123,107 - Urban High Density Residential UH4,3309.050001,204837.4642,39478,39384,Livermore,Alameda,107,,107 - Urban High Density Residential UH4,Residential,0,0,22,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,23.05334586,1541.1,93293.57
124,60124,107 - Urban Low Medium Residential,156146.6403,4726099.49,39480,39386,Livermore,Alameda,107,,107 - Urban Low Medium Residential,Residential,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.032794124,89.62420974,132.7139568
125,60125,107 - Urban Low Residential UL1,12467.57455,424912.1372,39671,39577,Livermore,Alameda,107,,107 - Urban Low Residential UL1,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.756122164,236.9675872,3059.92
126,60126,107 - Urban Low Residential UL2,38112.26201,1877395.269,39685,39591,Livermore,Alameda,107,,107 - Urban Low Residential UL2,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.46226704,179.278472,1870.73
127,60127,107 - Urban Medium Density Residential,360491.9832,8254625.743,36245,39940,Livermore,Alameda,107,,107 - Urban Medium Density Residential,Residential,0,0,4.5,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,4.938144274,1189.28,19983.96
128,60128,107 - Urban Medium High Residential,136688.0365,3219165.35,40155,40081,Livermore,Alameda,107,,107 - Urban Medium High Residential,Residential,0,0,6,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.013377412,35.82796349,54.13625857
129,60129,108 - Agricultural/Resource Production Open Space,19395.02487,10942907.66,30542,30441,Newark,Alameda,108,1-Jan,108 - Agricultural/Resource Production Open Space,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2704.05,19395.02,10942907.66
130,60130,108 - Community Commercial,14711.1561,852465.1926,40376,40302,Newark,Alameda,108,1-Jan,108 - Community Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.476235707,306.8919549,5974.11
131,60131,108 - Conservation Open Space,11161.61471,1230419.813,40392,40318,Newark,Alameda,108,1-Jan,108 - Conservation Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.682659527,250.5533339,2762.63
132,60132,108 - General Commercial,2655.752357,78037.58869,40395,40321,Newark,Alameda,108,1-Jan,108 - General Commercial,Commercial,0.5,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,5.076533466,618.6971706,20544.01
133,60133,108 - General Industrial,30645.19753,3280089.727,40400,40326,Newark,Alameda,108,1-Jan,108 - General Industrial,Industrial,0.5,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,1.310191,358.9903795,5302.16
134,60134,108 - High Density Residential,19944.89171,789101.6824,40409,40335,Newark,Alameda,108,1-Jan,108 - High Density Residential,Residential,0,0,30,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,11.14898478,864.6851114,45118.34
135,60135,108 - Limited Industrial,13304.35612,624193.2992,40438,40364,Newark,Alameda,108,1-Jan,108 - Limited Industrial,Industrial,0.4,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,3.886288487,543.8612758,15727.25
136,60136,108 - Low Density Residential,242488.9075,8077520.467,36265,40607,Newark,Alameda,108,1-Jan,108 - Low Density Residential,Residential,0,0,8.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.052782208,553.9918591,8307.32
137,60137,108 - Medium Density Residential,25414.60748,637039.1632,40689,40636,Newark,Alameda,108,1-Jan,108 - Medium Density Residential,Residential,0,0,15,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.413055611,165.8292835,1671.58
138,60138,108 - Neighborhood Commercial,5028.453421,157972.0129,40735,40682,Newark,Alameda,108,1-Jan,108 - Neighborhood Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,13.4963987,1274,54617.99
139,60139,108 - Office Commercial,4238.070555,75473.56797,40743,40690,Newark,Alameda,108,1-Jan,108 - Office Commercial,Commercial,1,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.778996071,253.4836224,3152.49
140,60140,108 - Public-Institutional,58609.84526,1551326.6,36286,40712,Newark,Alameda,108,1-Jan,108 - Public-Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.008282381,33.21072193,33.51729825
141,60141,108 - Public Parks-Open Space,15653.76267,546364.9185,40804,40769,Newark,Alameda,108,1-Jan,108 - Public Parks-Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,32.44207676,2315.22,131288.44
142,60142,108 - Regional Commercial,3158.547647,463832.5316,65150,65151,Newark,Alameda,108,1-Jan,108 - Regional Commercial,Commercial,0.4,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,114.6155155,3158.55,463832.53
143,60143,108 - Special Industrial,17732.10708,2239750.872,40821,40786,Newark,Alameda,108,1-Jan,108 - Special Industrial,Industrial,0.4,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.798866323,277.9742217,3232.9
144,60144,108 - Specialty Commercial,1366.844351,22135.19465,40828,40793,Newark,Alameda,108,1-Jan,108 - Specialty Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.01872479,372.0007374,8169.49
145,60145,109 - Business Mix,51825.47803,7114063.951,40832,40797,Oakland,Alameda,109,Post2002,109 - Business Mix,Commercial,4,55,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,6.762971793,664.273787,27368.78
146,60146,109 - Central Business District,9932.202307,2411159.06,65156,65157,Oakland,Alameda,109,Post2002,109 - Central Business District,Commercial,20,10000,300,0,0,0,1,1,1,1,0,0,,1,1,0,1,1,,595.8103844,9932.2,2411159.06
147,60147,109 - Community Commercial,44662.57977,2819886.771,40841,40806,Oakland,Alameda,109,Post2002,109 - Community Commercial,Commercial,5,160,125,0,0,0,1,1,1,1,0,0,,1,1,0,1,1,,0.01051193,146.4763628,42.53828442
148,60148,109 - Detached Unit Residential,131361.6071,24147931.19,40862,40827,Oakland,Alameda,109,Post2002,109 - Detached Unit Residential,Residential,0,30,11,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.000112411,3.756279913,0.454927844
149,60149,109 - Estuary Plan Area,21786.41774,3204703.01,40906,40852,Oakland,Alameda,109,Post2002,109 - Estuary Plan Area,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,62.21954998,2598.6,251793.6
150,60150,109 - General Industry and Transportation,56376.04863,19874096.77,40909,40855,Oakland,Alameda,109,Post2002,109 - General Industry and Transportation,Industrial,2,1000,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,2581.26,17793.56,10446002.7
151,60151,109 - Hillside Residential,111224.9868,24989592.18,40913,40859,Oakland,Alameda,109,Post2002,109 - Hillside Residential,Residential,0,30,5,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.008297645,66.92980165,33.57693695
152,60152,109 - Housing and Business Mix,26076.1261,1429150.966,40918,40864,Oakland,Alameda,109,Post2002,109 - Housing and Business Mix,Mixed Use: Residential & Commercial,3,55,30,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,29.21614918,1844.75,118233.56
153,60153,109 - Institutional,55552.6562,3980395.322,40885,40887,Oakland,Alameda,109,Post2002,109 - Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,67.14367556,2832.12,271720.79
154,60154,109 - Mixed Housing Type,164613.8288,23952771.89,40968,40933,Oakland,Alameda,109,Post2002,109 - Mixed Housing Type,Residential,0,30,30,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.007025383,39.8250395,28.43025115
155,60155,109 - Neighborhood Center Mixed Use,61959.78431,3168102.894,41009,40974,Oakland,Alameda,109,Post2002,109 - Neighborhood Center Mixed Use,Commercial,4,90,125,0,0,0,1,1,1,1,0,0,,1,1,0,1,1,,7.33485E-05,2.689818759,0.29683265
156,60156,109 - Regional Commercial,14223.79577,1965735.721,41046,41011,Oakland,Alameda,109,Post2002,109 - Regional Commercial,Commercial,1,160,125,0,0,0,1,1,1,1,0,0,,1,1,0,1,1,,38.62480643,1681.62,156309.03
157,60157,109 - Resource Conservation,103644.141,13128518.64,41048,41013,Oakland,Alameda,109,Post2002,109 - Resource Conservation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000288433,6.594379761,1.167151921
158,60158,109 - Urban Open Space,136629.1798,10183724.45,41079,41044,Oakland,Alameda,109,Post2002,109 - Urban Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,149.0633679,3830.6,603238.04
159,60159,109 - Urban Residential,75847.66173,4726943.678,41174,41139,Oakland,Alameda,109,Post2002,109 - Urban Residential,Residential,0,90,125,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,10.68337031,1267.34,43234.08
160,60160,110 - Commercial,4932.801806,185697.9219,41213,41178,Piedmont,Alameda,110,Feb-96,110 - Commercial,Commercial,3,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,4.865020942,539.3383489,19688.04
161,60161,110 - Estate Residential,3071.267207,368131.2589,30543,30442,Piedmont,Alameda,110,Feb-96,110 - Estate Residential,Residential,0,35,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,90.96721947,3071.27,368131.26
162,60162,110 - Medium Residential,519.9791345,10010.47414,30544,30443,Piedmont,Alameda,110,Feb-96,110 - Medium Residential,Residential,0,35,20,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.473640831,519.9791345,10010.47
163,60163,110 - Open Space,10642.29381,313467.1194,41220,41185,Piedmont,Alameda,110,Feb-96,110 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.909128395,303.1147475,3679.11
164,60164,110 - Public/Quasi Public,1128.449072,24919.64261,41230,41195,Piedmont,Alameda,110,Feb-96,110 - Public/Quasi Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,4.307375083,650.2101824,17431.32
165,60165,110 - Suburban Residential,20131.64236,3460547.961,65175,65176,Piedmont,Alameda,110,Feb-96,110 - Suburban Residential,Residential,0,35,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,855.1200246,20131.64,3460547.96
166,60166,111 - Agriculture and Grazing,23375.61374,2090615.184,36304,41198,Pleasanton,Alameda,111,Aug-96,111 - Agriculture and Grazing,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,26.77539638,2224.75,108356.19
167,60167,111 - Business Park (Industrial/Commercial and Office),20029.71053,4265424.777,36313,41207,Pleasanton,Alameda,111,Aug-96,111 - Business Park (Industrial/Commercial and Office),Mixed Use: Commercial & Industrial,0.6,30,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,103.4356142,2705.16,418589.08
168,60168,111 - Commercial and Offices (Retail/Highway/Service/Professional),35806.78493,3203214.289,36317,41211,Pleasanton,Alameda,111,Aug-96,111 - Commercial and Offices (Retail/Highway/Service/Professional),Commercial,0.6,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,13.70061972,968.638592,55444.44
169,60169,111 - General and Limited Industrial,10389.61241,1518461.584,41256,41236,Pleasanton,Alameda,111,Aug-96,111 - General and Limited Industrial,Industrial,0.5,40,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,121.58307,3326.12,492029.24
170,60170,111 - High Density Residential,79915.84563,3306411.808,41260,41240,Pleasanton,Alameda,111,Aug-96,111 - High Density Residential,Residential,0,40,29,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.795907825,904.5665248,3220.92
171,60171,111 - Lake,2807.27494,258627.4529,30545,30444,Pleasanton,Alameda,111,Aug-96,111 - Lake,Water,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,63.90823417,2807.27494,258627.4529
172,60172,111 - Low Density Residential,63418.41678,10396014.41,41337,41317,Pleasanton,Alameda,111,Aug-96,111 - Low Density Residential,Residential,0,30,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.130472955,112.6010066,528.0052018
173,60173,111 - Medium Density Residential,132545.4808,13423381.38,41356,41336,Pleasanton,Alameda,111,Aug-96,111 - Medium Density Residential,Residential,0,30,8,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.022071959,37.86649813,89.32171644
174,60174,111 - Parks and Recreation,79759.2154,6055773.98,41410,41390,Pleasanton,Alameda,111,Aug-96,111 - Parks and Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000317746,50.94332914,1.28701204
175,60175,111 - Public and Institutional,28041.47547,2606786.848,41459,41439,Pleasanton,Alameda,111,Aug-96,111 - Public and Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,1.271207306,459.4945475,5144.39
176,60176,111 - Public Health and Safety,125340.0628,4733096.835,41481,41461,Pleasanton,Alameda,111,Aug-96,111 - Public Health and Safety,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.000629588,17.99044695,2.547773122
177,60177,111 - Rural Density Residential,36272.75274,5389519.926,41502,41482,Pleasanton,Alameda,111,Aug-96,111 - Rural Density Residential,Residential,0,0,0.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,45.65634096,2009.53,184764.66
178,60178,111 - Sand and Gravel Harvesting,7195.694174,639390.5213,41515,41495,Pleasanton,Alameda,111,Aug-96,111 - Sand and Gravel Harvesting,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.739024625,596.7885935,7037.58
179,60179,111 - Schools,15880.48241,897313.6347,41520,41500,Pleasanton,Alameda,111,Aug-96,111 - Schools,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,9.222351522,804.7668571,37321.52
180,60180,112 - Corridor Mixed Use,5117.11109,76897.83532,41534,41514,San Leandro,Alameda,112,Pre2002,112 - Corridor Mixed Use,Mixed Use,1,50,20,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,3.040754327,515.1425942,12305.5
181,60181,112 - Downtown Mixed Use,5854.814375,117628.2774,41551,41531,San Leandro,Alameda,112,Pre2002,112 - Downtown Mixed Use,Mixed Use,2,75,75,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,2.432031258,471.8759777,9842.08
182,60182,112 - Garden Residential,15604.17697,640914.9791,41566,41546,San Leandro,Alameda,112,Pre2002,112 - Garden Residential,Residential,0,0,5.4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,9.757089632,1073.4,39485.55
183,60183,112 - General Commercial,69115.71978,5575099.356,36319,41665,San Leandro,Alameda,112,Pre2002,112 - General Commercial,Commercial,1,50,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.086880433,367.5135859,8445.3
184,60184,112 - General Industrial,72569.38273,6044325.639,41687,41688,San Leandro,Alameda,112,Pre2002,112 - General Industrial,Industrial,0.6,35,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,42.16741424,2121.22,170645.46
185,60185,112 - High Density Residential,739.8458006,9525.809399,41718,41719,San Leandro,Alameda,112,Pre2002,112 - High Density Residential,Residential,0,0,29,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.40332101,383.8537226,5679.04
186,60186,112 - Light Industrial,37465.71517,1317088.302,41721,41722,San Leandro,Alameda,112,Pre2002,112 - Light Industrial,Industrial,0.8,35,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.618724618,345.1455924,2503.89
187,60187,112 - Low Density Residential,428068.7025,11178525.51,41780,41781,San Leandro,Alameda,112,Pre2002,112 - Low Density Residential,Residential,0,0,8.7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.094741972,84.85357762,383.4083941
188,60188,112 - Medium Density Residential,93598.60141,2283788.392,42371,42372,San Leandro,Alameda,112,Pre2002,112 - Medium Density Residential,Residential,0,0,21.7,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.024222957,48.17360055,98.02707737
189,60189,112 - Neighborhood Commercial,9199.11978,144999.0339,42717,42595,San Leandro,Alameda,112,Pre2002,112 - Neighborhood Commercial,Commercial,0.5,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,3.054192145,456.4898371,12359.88
190,60190,112 - Office,9740.903926,191945.9888,30546,30445,San Leandro,Alameda,112,Pre2002,112 - Office,Other/Unknown,0.7,50,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.541691077,230.3525658,2192.15
191,60191,112 - Parks and Recreation,25513.78791,5612615.135,42572,42679,San Leandro,Alameda,112,Pre2002,112 - Parks and Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.178776974,125.198748,723.4861941
192,60192,112 - Public/Semi-Public,11874.41675,360999.458,42574,42681,San Leandro,Alameda,112,Pre2002,112 - Public/Semi-Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,3.068450749,455.2470281,12417.58
193,60193,113 - Agriculture,31453.12795,16623026.32,42807,42703,Union City,Alameda,113,Pre2002,113 - Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,102.410264,3682.01,414439.65
194,60194,113 - Civic Facility,14712.69426,1031147.952,42811,42707,Union City,Alameda,113,Pre2002,113 - Civic Facility,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,17.36495322,1098.94,70273.47
195,60195,113 - General Industry,3012.374799,246790.6949,42823,42719,Union City,Alameda,113,Pre2002,113 - General Industry,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,4.265481449,693.9933216,17261.79
196,60196,113 - Light Industry,16115.10435,3316928.459,42825,42721,Union City,Alameda,113,Pre2002,113 - Light Industry,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,21.48748377,1537.16,86956.76
197,60197,113 - Office Commercial,1419.767622,45175.54047,42828,42724,Union City,Alameda,113,Pre2002,113 - Office Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.37888971,303.425235,5580.17
198,60198,113 - Open Space,48012.1852,9424639.705,42831,42727,Union City,Alameda,113,Pre2002,113 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.191496765,383.0766794,8868.68
199,60199,113 - Private Institutional,10678.59232,1389333.461,42852,42748,Union City,Alameda,113,Pre2002,113 - Private Institutional,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,5.14476156,617.5995147,20820.11
200,60200,113 - Research and Development Campus,4942.619365,609424.6254,42858,42754,Union City,Alameda,113,Pre2002,113 - Research and Development Campus,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,20.40559358,1732.6,82578.5
201,60201,113 - Residential (10 to 17 du/acre),24473.18083,1572890.236,42860,42756,Union City,Alameda,113,Pre2002,113 - Residential (10 to 17 du/acre),Residential,0,0,17,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,14.63050475,985.7721694,59207.55
202,60202,113 - Residential (17 to 29 du/acre),6610.239035,306427.8916,42877,42773,Union City,Alameda,113,Pre2002,113 - Residential (17 to 29 du/acre),Residential,0,0,29,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,4.208211131,540.4038753,17030.03
203,60203,113 - Residential (3 to 6 du/acre),69503.22069,8731717.457,42885,42781,Union City,Alameda,113,Pre2002,113 - Residential (3 to 6 du/acre),Residential,0,0,6,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,6.224854583,646.6127795,25191.09
204,60204,113 - Residential (6 to 10 du/acre),36626.48288,3564591.744,42896,42792,Union City,Alameda,113,Pre2002,113 - Residential (6 to 10 du/acre),Residential,0,0,10,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,13.49889867,1034.36,54628.11
205,60205,113 - Retail Commercial,17270.14171,1181573.555,42910,42806,Union City,Alameda,113,Pre2002,113 - Retail Commercial,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,1,,1.56746313,344.9598751,6343.3
206,60206,113 - Special Industry,11031.43973,919850.5232,42925,42821,Union City,Alameda,113,Pre2002,113 - Special Industry,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,52.65611735,4090.03,213091.75
207,60207,113 - Station Mixed-Use Commercial,2685.635566,295873.2726,30547,30446,Union City,Alameda,113,Pre2002,113 - Station Mixed-Use Commercial,Mixed Use: Other,0,0,80,0,1,1,1,1,0,1,0,0,,1,1,0,1,1,,73.11187214,2685.64,295873.27
208,60208,113 - Visitor and Thoroughfare Commercial,1357.880924,82937.21135,30548,30447,Union City,Alameda,113,Pre2002,113 - Visitor and Thoroughfare Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,20.49423061,1357.88,82937.21
